author,time,urls,votes,text_clean,polarity_score,polarity,sentiment
Rio Aditya,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,misteri youtube bracket behel raditya dika,0,neutral,2
ifaaaa,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kerja tugas suruh senam kreasimasih pakai baju olahragasempatnya tonton eksklusif umur anak pasang behelwow,5,positive,1
Ahmad Hidayat,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tonton gue gue tidak ada kerjan alias kurang kerja,-4,negative,0
Farisha Citra H,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue agi zom tonton bapack bapack make behel xixi,-4,negative,0
Shania Rahmalia,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tertawa,5,positive,1
Aulia Andani Putri,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,pakai mahal gigi tidak rapi gingsul,1,positive,1
El Zhar 7,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,radit pasang pager gigu keren,4,positive,1
Vidaa Vidoth,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue pasang gaya,4,positive,1
Nisa Yz,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kurang kerja dengar cerita pasang behel,4,positive,1
Arya Bramantya,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,aksara cwk cwk,0,neutral,2
PHONG Gaming,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,20,are cute and funy like hope are always lucky and hapy your famili always suport raditya dika,4,positive,1
Ashanita Amartya,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,lihat lihat davit gadgetin,6,positive,1
dinaharumi,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,11,jam dadar nontonin makan besi,0,neutral,2
Yoel Ziliwu,1 tahun yang lalu (diedit),https://youtu.be/59cWofn2bTA,0,sunguh milenial,0,neutral,2
Jansen S.M,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,film radit,0,neutral,2
Ajeng Windi Rahmadhani,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,ketelen kawat gigi panik santuy,-4,negative,0
Lime,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,negara gue pasang behel umur,6,positive,1
Dennis S,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,terima kasih konten tani stres susun tugas,-2,negative,0
Bright Vampire,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,2,god luck kak,4,positive,1
Joana Gita,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,ganteng pakai behel,0,neutral,2
Irsan56,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,122,gue umur pikir behelan hasil tingkat tampil doa pandemi,-2,negative,0
Komunitas Pengangguran,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,nontonin curhat gue skip,-1,negative,0
Agung Iman,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue pikir gigi pasang kawat gigi umur aduh,3,positive,1
rinda puspa safitri,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,braces tidak sih,0,neutral,2
Citha Khanza,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,87,bracketnya anisa tertawa langsung ubah muka sayang cek kotoranyakamu hancur tertawa,9,positive,1
Azizah Romadhoni,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,radit di situ ilmu,4,positive,1
Jeeka,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,14,orang galau biaya pasang behel gue galau bayang sakit,1,positive,1
Tri Sutiyono,1 tahun yang lalu (diedit),https://youtu.be/59cWofn2bTA,0,mas dit radit,0,neutral,2
WULAEN,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gigi manis bagus,5,positive,1
Eka Trisna,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,busetdah,0,neutral,2
Darwin Setiady,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,61,rapi gigi masuk investasi makan enak tua,-2,negative,0
Nuha ikmalia Hasanah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,behel tinggal pakai liptint sashimi kaos kotak doang,-9,negative,0
Andri Severinz,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kawat nyamuk,-1,negative,0
SURYA _ 1505,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue umur pasang makan bubur auto turun berat badan,1,positive,1
Sweater Boy,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,10,anjrv,0,neutral,2
Fidiya Wati,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,radit pasang behel apaya kirakira,4,positive,1
Nabillah Firdausi Wibowo,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,umur pasang behel takut gigi cabut,-2,negative,0
Aldi Agusman Hatta,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,harga pasang behelnya mas radit,7,positive,1
Tumor Jinak,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,jam gin bicara kotor manusia,-2,negative,0
Nurghaisani Hendra Adlina,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,5,butuh gp gengsi,-1,negative,0
Vera Laksitasari,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,6,urgent kondisi medis sila gayagayan pasang behel komitmen jangka rajin kontrol ekstra gigi sakit,3,positive,1
Karolina Febriani,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,5,semangat pasang behel umur hasil kemarin copot eh keburu korona sedih,2,positive,1
ty,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,2,gue pasang gigi gue sosial distancing,8,positive,1
Siti Fauziah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,amin,0,neutral,2
Anna,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,upah minimum regional gigi balap biaya,0,neutral,2
B p,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,umur rapi,3,positive,1
Surya Hadi,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,pakai behel umur tidak pada gigi tidak rapi gigi gerak umur hidup,2,positive,1
B p,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,had rekomen murah bagus di mana,3,positive,1
Fathiya Syafa,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,cari murah teman gigi juta tidak dan ubah bagus minimal juta,1,positive,1
B p,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,syafa di mana bagus kak audy dental mahal kak,3,positive,1
Arlen Orlando Lukas,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue pasien audy dental mahal banding layan progres behelnya,1,positive,1
B p,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,orlando lukas habis,0,neutral,2
Arlen Orlando Lukas,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue pakai damon metal bro juta discount pakai damon clear juta tidak colok harga beda tipis damon metal tidak saran dokter gigi ortho tangan gue recomended dokter gigi realy pro gelar spesialis layan tindak behel tidak perlu rujuk audy lengkap layan dokter gigi spesialis tindak,15,positive,1
B p,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,orlando lukas daya mas tidak punya uang di bawah juta tidak ada mas,2,positive,1
Fathiya Syafa,11 bulan yang lalu,https://youtu.be/59cWofn2bTA,1,dokter gigi tukang gigi takut gigi rusak daerah kisaranya jutan prosedur jalan uang tidak asal pasang scalingpembersihan karang gigi tambal gigi cabut cetak gigi dokter menganalisa hitung pasang kawat deh pasang kawat gigi tukang gigiperawat gigi murah jutan prosedur alias langsung pasang,-3,negative,0
Fathiya Syafa,11 bulan yang lalu,https://youtu.be/59cWofn2bTA,2,jutan bukti ratadan dokter gigi trgantung wilayah sedia juta tabung,4,positive,1
B p,11 bulan yang lalu,https://youtu.be/59cWofn2bTA,0,syafa cek alamat klinik biaya,-4,negative,0
Fathiya Syafa,11 bulan yang lalu,https://youtu.be/59cWofn2bTA,0,kalimantan selatan tidak ada dokter ortodonsi dokter gigi cari kota perawatanya mudah tidak di kota kota ky banjarmasinbanjarbaru cek youtube nandya cahaya pasang behel ubah kisar juta tidak salah,-1,negative,0
Nengah Dewi,9 bulan yang lalu,https://youtu.be/59cWofn2bTA,0,yoyakarta bagus spesialis orthodontist,6,positive,1
B p,9 bulan yang lalu,https://youtu.be/59cWofn2bTA,0,dewi harga rap mbak pasang,7,positive,1
Nengah Dewi,9 bulan yang lalu,https://youtu.be/59cWofn2bTA,0,ralat nama youtubnya klinik gigi joy dental yoyakarta,0,neutral,2
Irfan Wirianda,4 bulan yang lalu,https://youtu.be/59cWofn2bTA,0,butuh gigi tidak rata,-5,negative,0
Kay Gamer ID,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,alea,0,neutral,2
L e v,1 tahun yang lalu (diedit),https://youtu.be/59cWofn2bTA,4,gue bro perih pas pasang tidak sakit jam obat bius hilang perih gue control jarang kencang lumayan sakit gigi gue pergi taring kanan kiri kasih space sebernya kasih pilih pas pasang cabut lebih baik gigi gue alam sakit,-18,negative,0
Aisya Melodya,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,4,taring cabutbiasanya pergi premolarsebelahnya taringeraham,-2,negative,0
Ashfa Fikriyya,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gantung toleransi sakit teman mingu sakit,-13,negative,0
Ashfa Fikriyya,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,melodya iya,0,neutral,2
Tsalitsa Kamalina,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,masuk betah sakit habis kontrol skitnya malam wlupun gangu besokya makan daging apel batu,-6,negative,0
Ashfa Fikriyya,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kamalina senang habis kontrol habis kencang tarik,3,positive,1
tito armando,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,pas hujan petir,-1,negative,0
Fajarrif,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,mantap djiwa,5,positive,1
Ikhsan Rachmawan,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue gunaguna gue tonton curhatan bapakbapak pakai behel,-4,negative,0
Anda,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,iklan jejejemarije,0,neutral,2
Dasa Nova Dwi Kusuma,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,debus behel ketelen,0,neutral,2
Eviyana Rofi'ah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,8,sibuk urus pindah rumah beres eh pending nontonin curhat habis pasang behel yalah,-5,negative,0
Esqi ksma,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,27,tatap bunuh,-4,negative,0
dodko marbelz,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,laku jon,0,neutral,2
titi wahyu,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,mw pasang gigi gingsul gede jelek senyum unjuk gigi mesem doang senyum,0,neutral,2
Asifah Nrs,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,aksara tampilin,0,neutral,2
Lutfi Ade Saputra,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,4,peras tidak salah pas alea lahir radit pasang behel kayak deh aksa lahir make behel,6,positive,1
ini _nikol,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,pasang behel susah makan gingsul sakit senut umur tidak pernah sakit gigi,-7,negative,0
Solar Plexus,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gemas abang,-1,negative,0
Ilham K.R,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,aduh linu pasang behel,2,positive,1
Aninda Vivi,1 tahun yang lalu (diedit),https://youtu.be/59cWofn2bTA,1,ngebatin pas lihat notifikasi curhat isi kayak abai notifnya gue klik nontonin deh kayak kena hipnotis canda,-13,negative,0
Fayza Alenzy Azahra,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,pasang takut sakit,-4,negative,0
JS,1 tahun yang lalu (diedit),https://youtu.be/59cWofn2bTA,0,pasang behel makan tidak ubah iya sakit bodoh makan enak,0,neutral,2
Putri Bungsu52,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,4,inti anisa tidak mau kalah radit,-4,negative,0
Septiana Fathur R,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kak anisa cantik,2,positive,1
Muhammad Iqbal Purwanto,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tidak sama teman sekolah empeng jempol,7,positive,1
Est. Ul,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,awkawok,0,neutral,2
Ice Bear,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,humor bapackbapack,0,neutral,2
Feby Ary,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tidak pakai behel warna warni,0,neutral,2
Yoga Dwi Kurniawan,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,an,0,neutral,2
Anita Firdaus,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,radit baik obrol tidak ada faedah hidup gue gue tonton,0,neutral,2
maydita hadi wijaya,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,jempol kaki orang bioskop radit suka,6,positive,1
Rifki Padli rohman,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,emak gue umur pakai behel be like,2,positive,1
Rizqa Hidayah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,paham manis pasang gigi sarung,4,positive,1
Krisna Jaya,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,daging sayur sangkut kawat,-2,negative,0
Aminudin Nurhuda,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,5,umur pasang kawat gigi lumayan efek,8,positive,1
Toik Zakiyudin Official,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,pasang behel mampir chanelku guys lupa klik tombol subscribe like and komen and terima kasih pokok,7,positive,1
ridwan ichsan,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tidak salah buka umur,2,positive,1
Rafflyansih,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,isi bapackbapack curhat tonton,-8,negative,0
Ayesha Lutfia,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,misteri hilang,-1,negative,0
Rizal Fakhrudi,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,celana radit kedip,0,neutral,2
wahyu dely,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gigi radit takut kabur kasih pager,-4,negative,0
Lenny Tien Hasan,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,"1,1 rb",segabut tonton cerita bapack bapack anak make behel umur,-4,negative,0
AKKKSSSS,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,anjir sadar dengar curhatan orang ayah anak pasang kawat gigi,5,positive,1
IBRAHIM ADNAN,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,arif alfiansyah gara gara behelan,-4,negative,0
Rizky Septiana,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,chanel keluarga,1,positive,1
agus suprapto,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,370,masak air putih pasang behel tontoninganteng cantik belakangankarismahumoris damage kena radit tidak ada obat,-5,negative,0
senja langit 06,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,7,gue habis mandi langsung tonton,-1,negative,0
mamaniay,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,5,o radit anak,0,neutral,2
luVvvnn,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,2,hibur syekali,0,neutral,2
Restu Khalika,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,10,karismahumoristajir,0,neutral,2
Insy Tiapani Anugrah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,asli,2,positive,1
Arnita Sari,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,143,ketawa kakak anisa wakil ketawa orang receh,4,positive,1
irsyad ay,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,38,bau adsence video biaya modal ngebehel ckuaskz,-5,negative,0
ChanSol Kim,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,8,omaewa shindeiru,0,neutral,2
Rizky Aprilla,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,9,sengaja judul an tidak lihat tua tua,-8,negative,0
leonardus sumargo,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,27,gigi gemerlap pakai hodie raper amerika,0,neutral,2
J̅aorien,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,harga,3,positive,1
Esqi ksma,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,ganti istri sumber adsense,0,neutral,2
Gofir Firman,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,menit gue makan,0,neutral,2
Evalery,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,105,youtuber konten ter random aneh tonton,-8,negative,0
Sthepanie Zahra,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,tidak guna tonton gue suka anjir dengar orang ngeroasting tertawa baik,6,positive,1
Calvin Albert,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,sakit pasang behel solanya pasang,3,positive,1
itsme.mnlight,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue radit cerita mata gue antuk,-8,negative,0
Dicky OV,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,sir red hodie and kupluk and teth tagar,-3,negative,0
una nurfa,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,buka pasang bentar iya tidak sih,4,positive,1
Alfrida Fauziah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,di sini dengar curhat behel kurang kerja parah nenek curhat susah kunyah makan dengar,-3,negative,0
Sinclair,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,pertanyan habis duit,0,neutral,2
Dewi Pujiastuti,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,menit,0,neutral,2
Muhammad Ridwan,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,pasang behel gamampu beli,3,positive,1
ChanSol Kim,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,pasang,4,positive,1
defri harizona,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,materi toilet,0,neutral,2
Dinda,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tertawa,5,positive,1
Dinda Najwa,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,2,haha iya radit magic,0,neutral,2
hfz af,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tidak pasang jaring ikan kayak anak hitz,0,neutral,2
gigih ilhami,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,humor aktif bun,-1,negative,0
Vegaayu Ambari,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,misteri hilang breket,-1,negative,0
Liana Marsilea T.,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,13,radit curhat pasang kawat gigi adsense here we go again,3,positive,1
Wiki Medic,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,langsung inti tua,-1,negative,0
Fernando Freed,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue pasang makan bubur,4,positive,1
na Jo,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,miguel,0,neutral,2
TOBIO_life,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,behel mahal,1,positive,1
Eka Dwi Lestari,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,13,pakai behel ketelen tertawa dokter saking suka pojok lepas ketelen,2,positive,1
bocah nanas,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,konten among us,0,neutral,2
Bagas Nico,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,mingu gila sakit ampun,-9,negative,0
Fitriati handayani,1 tahun yang lalu (diedit),https://youtu.be/59cWofn2bTA,1,gue makan pukis behel gue copot sangkin lapernya bodoamat eh ketelen ya sudah alhamdulillah hidup dokter tidak apa apa gue pergi mantap djiwa,0,neutral,2
Albar Mauludi,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,dengar curhatan psikopat pasang behel,6,positive,1
Andry Irfandi03,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,dengar curhatan alea,2,positive,1
Yuni Indarwati,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,curhat orang kawat gigi,-1,negative,0
John Gordon,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,gue radit tidak mau pasang behel gara tidak mampu maklum harga besi toko bangun,4,positive,1
BRYAN EDWARD,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,modal ala radit,-1,negative,0
MJ,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,41,gara radit pakai behel david gadgetin,-4,negative,0
Tolongin Makan,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gigi band radit kasih tagar,-2,negative,0
selteutic,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,sakit tidak pakai behel,-5,negative,0
Wi - Pi,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tidak ketelen operasi,1,positive,1
Muhammad Fatah Dhiaulhaq,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kayak radit curhat behel,-4,negative,0
Astuti Ambriany,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,ketelen bingung tidak bahaya,0,neutral,2
gomu gomu,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,pi pub kayak,-7,negative,0
Hanny Verryna,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,cabut langsung pergi gigi tidak jadi pas cabut sakit tidak tahan takut pergi gigi huhu,-16,negative,0
Nur’Azizah Bilqis,11 bulan yang lalu,https://youtu.be/59cWofn2bTA,0,iya,0,neutral,2
Smide,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,he mampir chanel gue he,-1,negative,0
"Lulu Yang cerdas,rajin,berambisi dan penuh kasih",1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,dengar istri anak nama alea aksara pakai behelsegabut,2,positive,1
Rosa apriliana,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,7,pas radit om dedy cengang thread starter behel,1,positive,1
ILHAM TODI MAULANA,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gigi pagar rumah bangv,0,neutral,2
Fatimah Masumah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tumbuh gigi di bawah lidah pikir tarik,1,positive,1
Ar Rozza Ashari,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,biaya pasang behel,4,positive,1
Emir Musa,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,time lapse progres gigi,0,neutral,2
079_Mulyanida Salsabila,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tungu video dokter kandunganya,0,neutral,2
Emanuela Charline Beatrice,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,map telat menit,-5,negative,0
Julvika Dilovin,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,film single park unggah platform digital bayar penasaran kelanjutanya,-2,negative,0
Iin Suryani Munandar,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,anak pakai behel asyik,0,neutral,2
Sorachi Hideaki,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kali komen di sini,0,neutral,2
Jumps 11,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tonton pegang gigi,-6,negative,0
